"Freq [GHz]","re(S(1 2)) []","im(S(1 2)) []"
8.4009,-0.774774227841714,0.578267488679922
8.401,-0.774658070599741,0.578422589804702
8.4011,-0.774541884360006,0.57857766483626
8.4012,-0.774425669128489,0.578732713770004
8.4013,-0.774309424911158,0.578887736601363
8.4014,-0.774193151713999,0.579042733325739
8.4015,-0.774076849542985,0.579197703938556
8.4016,-0.773960518404098,0.579352648435229
8.4017,-0.773844158303313,0.579507566811181
8.4018,-0.773727769246613,0.579662459061829
8.4019,-0.773611351239979,0.579817325182594
8.402,-0.77349490428939,0.579972165168902
8.4021,-0.773378428400825,0.58012697901618
8.4022,-0.773261923580273,0.580281766719845
8.4023,-0.773145389833715,0.580436528275323
8.4024,-0.773028827167132,0.580591263678047
8.4025,-0.77291223558651,0.580745972923441
8.4026,-0.772795615097834,0.580900656006935
8.4027,-0.772678965707088,0.581055312923961
8.4028,-0.77256228742026,0.581209943669948
8.4029,-0.772445580243336,0.581364548240331
8.403,-0.772328844182306,0.581519126630537
8.4031,-0.772212079243155,0.581673678836008
8.4032,-0.772095285431873,0.581828204852176
8.4033,-0.771978462754449,0.581982704674479
8.4034,-0.771861611216874,0.582137178298353
8.4035,-0.771744730825137,0.582291625719239
8.4036,-0.771627821585229,0.58244604693258
8.4037,-0.771510883503144,0.58260044193381
8.4038,-0.771393916584877,0.582754810718371
8.4039,-0.771276920836415,0.582909153281714
8.404,-0.771159896263756,0.583063469619278
8.4041,-0.771042842872891,0.583217759726511
8.4042,-0.770925760669822,0.583372023598854
8.4043,-0.770808649660537,0.583526261231762
8.4044,-0.770691509851034,0.583680472620683
8.4045,-0.770574341247312,0.583834657761063
8.4046,-0.77045714385537,0.583988816648353
8.4047,-0.770339917681204,0.584142949278007
8.4048,-0.770222662730812,0.584297055645479
8.4049,-0.770105379010196,0.58445113574622
8.405,-0.769988066525356,0.584605189575686
8.4051,-0.769870725282291,0.584759217129336
8.4052,-0.769753355287,0.584913218402628
8.4053,-0.769635956545493,0.585067193391013
8.4054,-0.769518529063766,0.58522114208996
8.4055,-0.769401072847824,0.585375064494926
8.4056,-0.769283587903671,0.585528960601373
8.4057,-0.769166074237311,0.585682830404765
8.4058,-0.76904853185475,0.585836673900564
8.4059,-0.768930960761991,0.585990491084239
8.406,-0.768813360965046,0.58614428195125
8.4061,-0.768695732469921,0.586298046497067
8.4062,-0.768578075282619,0.586451784717161
8.4063,-0.768460389409152,0.586605496607
8.4064,-0.768342674855528,0.586759182162054
8.4065,-0.768224931627756,0.586912841377797
8.4066,-0.768107159731847,0.587066474249699
8.4067,-0.767989359173809,0.587220080773239
8.4068,-0.767871529959659,0.587373660943884
8.4069,-0.767753672095408,0.587527214757114
8.407,-0.767635785587064,0.587680742208409
8.4071,-0.767517870440643,0.587834243293244
8.4072,-0.76739992666216,0.587987718007101
8.4073,-0.76728195425763,0.588141166345456
8.4074,-0.767163953233062,0.5882945883038
8.4075,-0.767045923594479,0.588447983877607
8.4076,-0.766927865347895,0.588601353062365
8.4077,-0.766809778499326,0.588754695853557
8.4078,-0.766691663054792,0.58890801224667
8.4079,-0.766573519020309,0.58906130223719
8.408,-0.7664553464019,0.589214565820604
8.4081,-0.766337145205578,0.589367802992408
8.4082,-0.766218915437364,0.58952101374809
8.4083,-0.766100657103284,0.589674198083139
8.4084,-0.765982370209357,0.589827355993048
8.4085,-0.765864054761605,0.589980487473309
8.4086,-0.765745710766049,0.590133592519423
8.4087,-0.765627338228714,0.590286671126882
8.4088,-0.765508937155622,0.590439723291185
8.4089,-0.765390507552799,0.59059274900783
8.409,-0.765272049426269,0.590745748272317
8.4091,-0.76515356278206,0.590898721080141
8.4092,-0.765035047626198,0.59105166742681
8.4093,-0.764916503964706,0.591204587307825
8.4094,-0.764797931803616,0.591357480718689
8.4095,-0.764679331148953,0.591510347654909
8.4096,-0.764560702006749,0.591663188111988
8.4097,-0.764442044383028,0.591816002085438
8.4098,-0.764323358283825,0.591968789570763
8.4099,-0.764204643715173,0.592121550563468
8.41,-0.764085900683097,0.592274285059074
8.4101,-0.763967129193631,0.592426993053087
8.4102,-0.763848329252808,0.59257967454102
8.4103,-0.763729500866662,0.592732329518386
8.4104,-0.763610644041226,0.592884957980702
8.4105,-0.763491758782529,0.593037559923488
8.4106,-0.763372845096614,0.593190135342253
8.4107,-0.763253902989514,0.593342684232518
8.4108,-0.763134932467263,0.593495206589805
8.4109,-0.7630159335359,0.593647702409632
8.411,-0.762896906201461,0.593800171687523
8.4111,-0.762777850469988,0.593952614418995
8.4112,-0.762658766347513,0.59410503059958
8.4113,-0.762539653840076,0.594257420224802
8.4114,-0.762420512953721,0.594409783290182
8.4115,-0.762301343694488,0.594562119791249
8.4116,-0.762182146068415,0.594714429723533
8.4117,-0.762062920081547,0.594866713082559
8.4118,-0.761943665739923,0.595018969863865
8.4119,-0.761824383049588,0.595171200062978
8.412,-0.761705072016581,0.595323403675436
8.4121,-0.761585732646952,0.595475580696765
8.4122,-0.761466364946747,0.595627731122501
8.4123,-0.761346968922004,0.595779854948187
8.4124,-0.761227544578773,0.595931952169355
8.4125,-0.761108091923101,0.596084022781546
8.4126,-0.760988610961033,0.596236066780299
8.4127,-0.760869101698619,0.596388084161152
8.4128,-0.760749564141902,0.596540074919654
8.4129,-0.760629998296939,0.596692039051339
8.413,-0.760510404169777,0.596843976551752
8.4131,-0.760390781766463,0.596995887416445
8.4132,-0.760271131093049,0.597147771640961
8.4133,-0.760151452155586,0.597299629220847
8.4134,-0.76003174496013,0.597451460151647
8.4135,-0.759912009512725,0.597603264428922
8.4136,-0.759792245819432,0.597755042048213
8.4137,-0.759672453886301,0.597906793005076
8.4138,-0.75955263371939,0.598058517295061
8.4139,-0.759432785324749,0.598210214913726
8.414,-0.759312908708437,0.598361885856623
8.4141,-0.759193003876509,0.598513530119309
8.4142,-0.759073070835023,0.598665147697344
8.4143,-0.758953109590031,0.598816738586288
8.4144,-0.758833120147596,0.598968302781697
8.4145,-0.758713102513778,0.599119840279131
8.4146,-0.758593056694632,0.599271351074155
8.4147,-0.75847298269622,0.599422835162331
8.4148,-0.758352880524603,0.599574292539224
8.4149,-0.758232750185842,0.599725723200395
8.415,-0.758112591685995,0.599877127141419
8.4151,-0.757992405031125,0.600028504357861
8.4152,-0.757872190227299,0.600179854845285
8.4153,-0.757751947280576,0.600331178599264
8.4154,-0.757631676197022,0.600482475615371
8.4155,-0.757511376982701,0.600633745889176
8.4156,-0.757391049643678,0.600784989416252
8.4157,-0.757270694186018,0.600936206192176
8.4158,-0.757150310615787,0.601087396212524
8.4159,-0.757029898939055,0.601238559472868
8.416,-0.75690945916189,0.601389695968786
8.4161,-0.756788991290354,0.601540805695863
8.4162,-0.756668495330521,0.601691888649676
8.4163,-0.756547971288458,0.601842944825805
8.4164,-0.756427419170238,0.601993974219831
8.4165,-0.756306838981926,0.602144976827344
8.4166,-0.756186230729593,0.602295952643929
8.4167,-0.75606559441932,0.60244690166516
8.4168,-0.75594493005717,0.602597823886636
8.4169,-0.75582423764922,0.602748719303938
8.417,-0.755703517201542,0.602899587912659
8.4171,-0.755582768720209,0.60305042970839
8.4172,-0.755461992211301,0.603201244686716
8.4173,-0.755341187680887,0.603352032843238
8.4174,-0.755220355135042,0.603502794173548
8.4175,-0.755099494579848,0.603653528673237
8.4176,-0.754978606021379,0.603804236337904
8.4177,-0.754857689465713,0.603954917163145
8.4178,-0.754736744918929,0.604105571144559
8.4179,-0.754615772387107,0.604256198277742
8.418,-0.754494771876321,0.604406798558301
8.4181,-0.754373743392654,0.604557371981835
8.4182,-0.754252686942187,0.604707918543947
8.4183,-0.754131602531004,0.604858438240235
8.4184,-0.754010490165182,0.605008931066313
8.4185,-0.753889349850804,0.605159397017784
8.4186,-0.753768181593953,0.605309836090257
8.4187,-0.753646985400715,0.605460248279337
8.4188,-0.753525761277171,0.605610633580636
8.4189,-0.753404509229405,0.605760991989767
8.419,-0.753283229263507,0.605911323502336
8.4191,-0.753161921385562,0.606061628113957
8.4192,-0.753040585601652,0.606211905820251
8.4193,-0.752919221917866,0.606362156616828
8.4194,-0.752797830340292,0.606512380499306
8.4195,-0.752676410875018,0.606662577463304
8.4196,-0.752554963528132,0.606812747504439
8.4197,-0.752433488305725,0.60696289061833
8.4198,-0.752311985213888,0.607113006800599
8.4199,-0.752190454258709,0.607263096046869
8.42,-0.752068895446278,0.607413158352764
8.4201,-0.751947308782688,0.607563193713907
8.4202,-0.751825694274035,0.607713202125922
8.4203,-0.751704051926405,0.607863183584442
8.4204,-0.751582381745893,0.608013138085094
8.4205,-0.751460683738598,0.608163065623501
8.4206,-0.75133895791061,0.608312966195296
8.4207,-0.751217204268026,0.608462839796112
8.4208,-0.75109542281694,0.608612686421582
8.4209,-0.750973613563451,0.608762506067336
8.421,-0.750851776513656,0.60891229872901
8.4211,-0.750729911673648,0.609062064402245
8.4212,-0.750608019049526,0.609211803082676
8.4213,-0.750486098647393,0.609361514765937
8.4214,-0.750364150473348,0.609511199447668
8.4215,-0.750242174533486,0.609660857123515
8.4216,-0.75012017083391,0.609810487789116
8.4217,-0.749998139380721,0.609960091440115
8.4218,-0.749876080180019,0.610109668072156
8.4219,-0.749753993237906,0.610259217680887
8.422,-0.749631878560488,0.610408740261947
8.4221,-0.749509736153869,0.610558235810986
8.4222,-0.749387566024148,0.610707704323657
8.4223,-0.749265368177432,0.610857145795607
8.4224,-0.749143142619824,0.611006560222487
8.4225,-0.749020889357431,0.611155947599951
8.4226,-0.748898608396361,0.611305307923648
8.4227,-0.748776299742716,0.611454641189239
8.4228,-0.748653963402608,0.611603947392372
8.4229,-0.748531599382145,0.611753226528705
8.423,-0.748409207687431,0.611902478593902
8.4231,-0.748286788324578,0.612051703583617
8.4232,-0.748164341299695,0.612200901493511
8.4233,-0.748041866618895,0.612350072319243
8.4234,-0.74791936428828,0.612499216056483
8.4235,-0.74779683431397,0.612648332700888
8.4236,-0.747674276702075,0.612797422248124
8.4237,-0.747551691458704,0.612946484693858
8.4238,-0.747429078589975,0.613095520033756
8.4239,-0.747306438101998,0.613244528263487
8.424,-0.747183770000891,0.613393509378717
8.4241,-0.747061074292763,0.613542463375123
8.4242,-0.74693835098373,0.613691390248376
8.4243,-0.746815600079912,0.613840289994144
8.4244,-0.746692821587424,0.613989162608103
8.4245,-0.746570015512382,0.614138008085929
8.4246,-0.746447181860907,0.614286826423293
8.4247,-0.746324320639112,0.614435617615882
8.4248,-0.746201431853117,0.61458438165937
8.4249,-0.746078515509043,0.614733118549436
8.425,-0.745955571613006,0.614881828281765
8.4251,-0.745832600171133,0.615030510852033
8.4252,-0.745709601189542,0.615179166255924
8.4253,-0.745586574674353,0.615327794489127
8.4254,-0.745463520631688,0.615476395547326
8.4255,-0.745340439067671,0.615624969426206
8.4256,-0.745217329988426,0.615773516121455
8.4257,-0.745094193400072,0.615922035628767
8.4258,-0.74497102930874,0.616070527943826
8.4259,-0.744847837720555,0.616218993062322
8.426,-0.744724618641636,0.616367430979955
8.4261,-0.744601372078114,0.616515841692413
8.4262,-0.744478098036114,0.616664225195394
8.4263,-0.744354796521765,0.616812581484589
8.4264,-0.744231467541191,0.616960910555704
8.4265,-0.744108111100521,0.617109212404434
8.4266,-0.743984727205888,0.617257487026473
8.4267,-0.743861315863418,0.617405734417526
8.4268,-0.743737877079243,0.617553954573294
8.4269,-0.743614410859492,0.617702147489482
8.427,-0.743490917210296,0.617850313161792
8.4271,-0.743367396137791,0.617998451585926
8.4272,-0.743243847648102,0.618146562757599
8.4273,-0.743120271747363,0.618294646672516
8.4274,-0.742996668441713,0.618442703326381
8.4275,-0.742873037737283,0.618590732714907
8.4276,-0.742749379640206,0.618738734833805
8.4277,-0.742625694156619,0.618886709678788
8.4278,-0.742501981292659,0.619034657245566
8.4279,-0.742378241054459,0.619182577529858
8.428,-0.742254473448153,0.619330470527382
8.4281,-0.742130678479885,0.619478336233849
8.4282,-0.742006856155793,0.619626174644976
8.4283,-0.74188300648201,0.619773985756488
8.4284,-0.741759129464676,0.619921769564104
8.4285,-0.741635225109933,0.620069526063545
8.4286,-0.74151129342392,0.620217255250533
8.4287,-0.741387334412777,0.620364957120794
8.4288,-0.741263348082646,0.620512631670052
8.4289,-0.741139334439669,0.620660278894032
8.429,-0.741015293489989,0.620807898788461
8.4291,-0.740891225239747,0.62095549134907
8.4292,-0.740767129695087,0.621103056571589
8.4293,-0.740643006862153,0.621250594451747
8.4294,-0.740518856747093,0.621398104985275
8.4295,-0.740394679356043,0.621545588167915
8.4296,-0.740270474695157,0.621693043995391
8.4297,-0.740146242770579,0.621840472463443
8.4298,-0.740021983588456,0.621987873567807
8.4299,-0.739897697154934,0.622135247304223
8.43,-0.739773383476163,0.622282593668426
8.4301,-0.739649042558291,0.622429912656158
8.4302,-0.739524674407463,0.622577204263165
8.4303,-0.739400279029829,0.622724468485188
8.4304,-0.739275856431546,0.622871705317965
8.4305,-0.739151406618758,0.623018914757247
8.4306,-0.73902692959762,0.623166096798777
8.4307,-0.73890242537428,0.623313251438304
8.4308,-0.738777893954894,0.623460378671577
8.4309,-0.738653335345615,0.623607478494341
8.431,-0.738528749552592,0.623754550902353
8.4311,-0.73840413658198,0.623901595891366
8.4312,-0.738279496439938,0.624048613457125
8.4313,-0.738154829132617,0.624195603595392
8.4314,-0.738030134666172,0.62434256630192
8.4315,-0.737905413046762,0.624489501572465
8.4316,-0.737780664280542,0.624636409402786
8.4317,-0.737655888373668,0.624783289788643
8.4318,-0.737531085332299,0.624930142725796
8.4319,-0.737406255162595,0.625076968210004
8.432,-0.737281397870715,0.625223766237027
8.4321,-0.737156513462816,0.625370536802636
8.4322,-0.737031601945057,0.625517279902594
8.4323,-0.736906663323601,0.625663995532666
8.4324,-0.736781697604608,0.625810683688618
8.4325,-0.736656704794243,0.625957344366218
8.4326,-0.736531684898657,0.626103977561245
8.4327,-0.736406637924028,0.626250583269455
8.4328,-0.736281563876509,0.62639716148663
8.4329,-0.736156462762268,0.626543712208539
8.433,-0.736031334587467,0.62669023543096
8.4331,-0.735906179358272,0.626836731149666
8.4332,-0.73578099708085,0.626983199360431
8.4333,-0.735655787761364,0.627129640059039
8.4334,-0.735530551405978,0.627276053241269
8.4335,-0.735405288020865,0.627422438902896
8.4336,-0.735279997612191,0.627568797039704
8.4337,-0.735154680186123,0.627715127647476
8.4338,-0.735029335748829,0.627861430721995
8.4339,-0.734903964306482,0.628007706259044
8.434,-0.734778565865247,0.628153954254414
8.4341,-0.734653140431293,0.628300174703893
8.4342,-0.734527688010798,0.628446367603262
8.4343,-0.734402208609931,0.628592532948314
8.4344,-0.734276702234858,0.628738670734845
8.4345,-0.734151168891758,0.628884780958641
8.4346,-0.7340256085868,0.629030863615498
8.4347,-0.73390002132616,0.629176918701209
8.4348,-0.733774407116011,0.629322946211571
8.4349,-0.733648765962525,0.629468946142383
8.435,-0.733523097871883,0.629614918489439
8.4351,-0.733397402850259,0.629760863248535
8.4352,-0.733271680903825,0.629906780415479
8.4353,-0.733145932038762,0.630052669986068
8.4354,-0.733020156261245,0.630198531956107
8.4355,-0.732894353577452,0.630344366321398
8.4356,-0.73276852399356,0.63049017307775
8.4357,-0.732642667515751,0.630635952220964
8.4358,-0.732516784150208,0.630781703746845
8.4359,-0.732390873903102,0.630927427651211
8.436,-0.732264936780619,0.631073123929865
8.4361,-0.732138972788938,0.631218792578622
8.4362,-0.732012981934243,0.631364433593288
8.4363,-0.731886964222713,0.631510046969683
8.4364,-0.731760919660528,0.631655632703623
8.4365,-0.73163484825388,0.631801190790915
8.4366,-0.731508750008946,0.631946721227381
8.4367,-0.731382624931912,0.632092224008841
8.4368,-0.731256473028964,0.632237699131109
8.4369,-0.731130294306285,0.632383146590011
8.437,-0.731004088770065,0.632528566381362
8.4371,-0.730877856426484,0.632673958500993
8.4372,-0.730751597281731,0.632819322944725
8.4373,-0.730625311341997,0.632964659708381
8.4374,-0.730498998613469,0.633109968787785
8.4375,-0.730372659102331,0.633255250178772
8.4376,-0.730246292814777,0.633400503877165
8.4377,-0.730119899756994,0.633545729878797
8.4378,-0.729993479935173,0.633690928179498
8.4379,-0.729867033355501,0.633836098775104
8.438,-0.729740560024176,0.63398124166144
8.4381,-0.729614059947387,0.634126356834345
8.4382,-0.729487533131323,0.634271444289659
8.4383,-0.72936097958218,0.634416504023214
8.4384,-0.729234399306149,0.63456153603085
8.4385,-0.729107792309426,0.634706540308407
8.4386,-0.728981158598204,0.634851516851724
8.4387,-0.728854498178676,0.634996465656648
8.4388,-0.728727811057043,0.635141386719014
8.4389,-0.728601097239498,0.635286280034668
8.439,-0.728474356732234,0.635431145599462
8.4391,-0.728347589541452,0.635575983409236
8.4392,-0.728220795673348,0.635720793459841
8.4393,-0.728093975134122,0.635865575747122
8.4394,-0.72796712792997,0.636010330266934
8.4395,-0.727840254067088,0.636155057015131
8.4396,-0.727713353551681,0.636299755987558
8.4397,-0.727586426389948,0.636444427180071
8.4398,-0.72745947258809,0.636589070588526
8.4399,-0.727332492152306,0.63673368620878
8.44,-0.727205485088801,0.636878274036686
8.4401,-0.727078451403773,0.637022834068108
8.4402,-0.726951391103424,0.637167366298907
8.4403,-0.726824304193964,0.637311870724937
8.4404,-0.726697190681591,0.637456347342064
8.4405,-0.726570050572511,0.637600796146151
8.4406,-0.726442883872929,0.637745217133063
8.4407,-0.726315690589052,0.637889610298663
8.4408,-0.726188470727083,0.63803397563882
8.4409,-0.726061224293227,0.638178313149404
8.441,-0.725933951293692,0.638322622826283
8.4411,-0.725806651734689,0.638466904665326
8.4412,-0.725679325622425,0.638611158662403
8.4413,-0.725551972963105,0.63875538481339
8.4414,-0.725424593762939,0.638899583114162
8.4415,-0.725297188028138,0.639043753560593
8.4416,-0.725169755764912,0.639187896148557
8.4417,-0.725042296979468,0.639332010873937
8.4418,-0.724914811678021,0.639476097732606
8.4419,-0.724787299866785,0.639620156720445
8.442,-0.724659761551965,0.639764187833338
8.4421,-0.724532196739779,0.639908191067165
8.4422,-0.724404605436436,0.640052166417813
8.4423,-0.724276987648156,0.64019611388116
8.4424,-0.724149343381144,0.640340033453101
8.4425,-0.724021672641619,0.64048392512952
8.4426,-0.723893975435799,0.640627788906303
8.4427,-0.723766251769896,0.64077162477934
8.4428,-0.723638501650129,0.640915432744522
8.4429,-0.723510725082713,0.641059212797741
8.443,-0.723382922073865,0.641202964934893
8.4431,-0.723255092629806,0.641346689151866
8.4432,-0.723127236756749,0.641490385444563
8.4433,-0.722999354460913,0.64163405380888
8.4434,-0.722871445748521,0.64177769424071
8.4435,-0.722743510625792,0.641921306735955
8.4436,-0.722615549098946,0.642064891290514
8.4437,-0.722487561174204,0.64220844790029
8.4438,-0.722359546857786,0.642351976561187
8.4439,-0.722231506155917,0.642495477269104
8.444,-0.722103439074812,0.642638950019956
8.4441,-0.721975345620702,0.642782394809638
8.4442,-0.721847225799809,0.642925811634062
8.4443,-0.721719079618353,0.64306920048914
8.4444,-0.721590907082561,0.643212561370779
8.4445,-0.721462708198656,0.643355894274891
8.4446,-0.721334482972866,0.643499199197388
8.4447,-0.721206231411416,0.643642476134183
8.4448,-0.721077953520529,0.643785725081195
8.4449,-0.720949649306439,0.643928946034333
8.445,-0.720821318775371,0.644072138989516
8.4451,-0.72069296193355,0.644215303942666
8.4452,-0.720564578787205,0.644358440889702
8.4453,-0.720436169342566,0.644501549826542
8.4454,-0.720307733605867,0.644644630749107
8.4455,-0.720179271583329,0.644787683653327
8.4456,-0.720050783281186,0.644930708535122
8.4457,-0.719922268705672,0.645073705390417
8.4458,-0.719793727863017,0.64521667421514
8.4459,-0.719665160759452,0.645359615005218
8.446,-0.719536567401211,0.645502527756581
8.4461,-0.719407947794527,0.645645412465157
8.4462,-0.719279301945632,0.645788269126882
8.4463,-0.719150629860759,0.64593109773769
8.4464,-0.719021931546145,0.646073898293509
8.4465,-0.718893207008027,0.646216670790276
8.4466,-0.718764456252636,0.64635941522393
8.4467,-0.71863567928621,0.646502131590408
8.4468,-0.718506876114987,0.646644819885646
8.4469,-0.718378046745203,0.646787480105585
8.447,-0.718249191183095,0.64693011224617
8.4471,-0.718120309434897,0.647072716303344
8.4472,-0.717991401506856,0.647215292273045
8.4473,-0.717862467405209,0.647357840151217
8.4474,-0.717733507136191,0.647500359933814
8.4475,-0.717604520706045,0.647642851616777
8.4476,-0.717475508121011,0.647785315196058
8.4477,-0.717346469387331,0.647927750667605
8.4478,-0.717217404511244,0.648070158027371
8.4479,-0.717088313498996,0.648212537271304
8.448,-0.716959196356829,0.648354888395358
8.4481,-0.716830053090984,0.648497211395492
8.4482,-0.716700883707705,0.648639506267658
8.4483,-0.716571688213236,0.648781773007816
8.4484,-0.716442466613821,0.648924011611921
8.4485,-0.716313218915708,0.649066222075933
8.4486,-0.716183945125139,0.649208404395816
8.4487,-0.716054645248362,0.649350558567528
8.4488,-0.715925319291628,0.649492684587028
8.4489,-0.715795967261175,0.64963478245029
8.449,-0.715666589163256,0.649776852153274
8.4491,-0.715537185004118,0.649918893691948
8.4492,-0.715407754790014,0.650060907062275
8.4493,-0.715278298527185,0.650202892260232
8.4494,-0.715148816221881,0.650344849281789
8.4495,-0.715019307880358,0.650486778122911
8.4496,-0.714889773508865,0.650628678779574
8.4497,-0.714760213113652,0.650770551247751
8.4498,-0.714630626700971,0.650912395523418
8.4499,-0.714501014277075,0.651054211602549
8.45,-0.714371375848213,0.651195999481126
8.4501,-0.714241711420639,0.651337759155127
8.4502,-0.71411202100061,0.651479490620529
8.4503,-0.713982304594379,0.651621193873312
8.4504,-0.713852562208197,0.651762868909464
8.4505,-0.713722793848322,0.651904515724964
8.4506,-0.713592999521008,0.652046134315801
8.4507,-0.713463179232512,0.652187724677957
8.4508,-0.713333332989091,0.65232928680742
8.4509,-0.713203460796999,0.652470820700182
8.451,-0.713073562662497,0.652612326352228
8.4511,-0.712943638591846,0.652753803759547
8.4512,-0.712813688591296,0.652895252918138
8.4513,-0.71268371266711,0.653036673823992
8.4514,-0.712553710825549,0.653178066473101
8.4515,-0.712423683072871,0.653319430861464
8.4516,-0.712293629415336,0.653460766985075
8.4517,-0.712163549859204,0.653602074839937
8.4518,-0.712033444410743,0.653743354422039
8.4519,-0.711903313076207,0.653884605727393
8.452,-0.711773155861862,0.654025828751996
8.4521,-0.71164297277397,0.65416702349185
8.4522,-0.711512763818797,0.654308189942958
8.4523,-0.711382529002603,0.65444932810133
8.4524,-0.71125226833165,0.654590437962975
8.4525,-0.711121981812211,0.654731519523892
8.4526,-0.710991669450544,0.654872572780096
8.4527,-0.71086133125292,0.655013597727595
8.4528,-0.710730967225602,0.655154594362401
8.4529,-0.710600577374858,0.655295562680528
8.453,-0.710470161706958,0.655436502677986
8.4531,-0.710339720228163,0.655577414350796
8.4532,-0.710209252944743,0.655718297694974
8.4533,-0.710078759862971,0.655859152706532
8.4534,-0.709948240989114,0.655999979381493
8.4535,-0.709817696329444,0.656140777715874
8.4536,-0.709687125890225,0.656281547705701
8.4537,-0.709556529677733,0.656422289346992
8.4538,-0.709425907698236,0.656563002635774
8.4539,-0.709295259958005,0.656703687568073
8.454,-0.709164586463315,0.65684434413991
8.4541,-0.709033887220443,0.656984972347311
8.4542,-0.708903162235653,0.657125572186312
8.4543,-0.708772411515222,0.657266143652939
8.4544,-0.708641635065423,0.657406686743224
8.4545,-0.708510832892534,0.657547201453198
8.4546,-0.708380005002827,0.657687687778894
8.4547,-0.708249151402574,0.657828145716352
8.4548,-0.70811827209806,0.657968575261599
8.4549,-0.707987367095557,0.658108976410676
8.455,-0.707856436401341,0.658249349159623
8.4551,-0.707725480021688,0.658389693504478
8.4552,-0.707594497962879,0.658530009441282
8.4553,-0.707463490231193,0.658670296966076
8.4554,-0.707332456832904,0.658810556074906
8.4555,-0.707201397774293,0.658950786763817
8.4556,-0.707070313061642,0.65909098902885
8.4557,-0.70693920270123,0.659231162866055
8.4558,-0.706808066699339,0.659371308271478
8.4559,-0.706676905062249,0.65951142524117
8.456,-0.706545717796243,0.65965151377118
8.4561,-0.706414504907602,0.65979157385756
8.4562,-0.706283266402604,0.65993160549637
8.4563,-0.70615200228754,0.660071608683653
8.4564,-0.70602071256869,0.660211583415471
8.4565,-0.705889397252339,0.660351529687878
8.4566,-0.705758056344771,0.660491447496933
8.4567,-0.705626689852273,0.660631336838692
8.4568,-0.705495297781126,0.660771197709221
8.4569,-0.705363880137619,0.660911030104579
8.457,-0.705232436928036,0.66105083402083
8.4571,-0.705100968158668,0.661190609454034
8.4572,-0.704969473835801,0.661330356400257
8.4573,-0.704837953965722,0.661470074855569
8.4574,-0.704706408554718,0.661609764816036
8.4575,-0.70457483760908,0.661749426277726
8.4576,-0.704443241135097,0.661889059236709
8.4577,-0.704311619139055,0.662028663689061
8.4578,-0.70417997162725,0.662168239630846
8.4579,-0.704048298605974,0.66230778705814
8.458,-0.703916600081511,0.662447305967023
8.4581,-0.703784876060156,0.662586796353568
8.4582,-0.703653126548202,0.662726258213853
8.4583,-0.703521351551942,0.662865691543954
8.4584,-0.703389551077666,0.663005096339955
8.4585,-0.703257725131668,0.663144472597938
8.4586,-0.703125873720246,0.663283820313979
8.4587,-0.702993996849691,0.663423139484167
8.4588,-0.702862094526299,0.663562430104584
8.4589,-0.702730166756365,0.663701692171317
8.459,-0.702598213546186,0.663840925680452
8.4591,-0.702466234902059,0.663980130628077
8.4592,-0.702334230830278,0.664119307010286
8.4593,-0.702202201337139,0.664258454823169
8.4594,-0.702070146428944,0.664397574062814
8.4595,-0.701938066111991,0.664536664725315
8.4596,-0.701805960392577,0.66467572680677
8.4597,-0.701673829277,0.664814760303273
8.4598,-0.701541672771563,0.66495376521092
8.4599,-0.701409490882565,0.665092741525808
8.46,-0.701277283616302,0.665231689244044
8.4601,-0.701145050979081,0.66537060836172
8.4602,-0.701012792977204,0.665509498874938
8.4603,-0.700880509616967,0.665648360779809
8.4604,-0.700748200904677,0.665787194072431
8.4605,-0.700615866846633,0.665925998748914
8.4606,-0.700483507449144,0.666064774805359
8.4607,-0.700351122718509,0.66620352223788
8.4608,-0.700218712661032,0.666342241042585
8.4609,-0.700086277283021,0.666480931215581
8.461,-0.699953816590784,0.666619592752979
8.4611,-0.699821330590619,0.666758225650898
8.4612,-0.699688819288836,0.666896829905449
8.4613,-0.699556282691742,0.667035405512746
8.4614,-0.699423720805645,0.667173952468907
8.4615,-0.699291133636849,0.667312470770052
8.4616,-0.699158521191659,0.667450960412303
8.4617,-0.699025883476394,0.667589421391769
8.4618,-0.698893220497358,0.667727853704579
8.4619,-0.698760532260857,0.667866257346856
8.462,-0.698627818773204,0.668004632314724
8.4621,-0.698495080040711,0.668142978604303
8.4622,-0.698362316069684,0.668281296211728
8.4623,-0.698229526866435,0.668419585133124
8.4624,-0.698096712437279,0.668557845364616
8.4625,-0.697963872788526,0.668696076902338
8.4626,-0.69783100792649,0.668834279742418
8.4627,-0.697698117857483,0.668972453880993
8.4628,-0.697565202587817,0.669110599314194
8.4629,-0.697432262123812,0.669248716038154
8.463,-0.697299296471774,0.669386804049016
8.4631,-0.697166305638021,0.669524863342915
8.4632,-0.697033289628869,0.669662893915987
8.4633,-0.696900248450639,0.66980089576437
8.4634,-0.696767182109638,0.669938868884212
8.4635,-0.696634090612187,0.670076813271652
8.4636,-0.696500973964604,0.670214728922834
8.4637,-0.696367832173204,0.670352615833905
8.4638,-0.696234665244305,0.67049047400101
8.4639,-0.69610147318423,0.670628303420294
8.464,-0.695968255999296,0.670766104087906
8.4641,-0.695835013695822,0.670903875999998
8.4642,-0.695701746280125,0.671041619152721
8.4643,-0.695568453758529,0.671179333542227
8.4644,-0.695435136137353,0.67131701916467
8.4645,-0.695301793422919,0.671454676016204
