"Freq [GHz]","re(S(1 2)) []","im(S(1 2)) []"
7.7748,-0.747880841666984,-0.608135688264128
7.7749,-0.748020495570767,-0.6079644981237
7.775,-0.748160106762541,-0.607793279477097
7.7751,-0.748299675238376,-0.607622032334058
7.7752,-0.748439200994348,-0.607450756704318
7.7753,-0.748578684026534,-0.607279452597612
7.7754,-0.748718124331011,-0.607108120023672
7.7755,-0.748857521903861,-0.606936758992229
7.7756,-0.748996876741169,-0.606765369513011
7.7757,-0.749136188839018,-0.606593951595743
7.7758,-0.749275458193498,-0.606422505250148
7.7759,-0.749414684800698,-0.606251030485951
7.776,-0.74955386865671,-0.60607952731287
7.7761,-0.749693009757632,-0.605907995740621
7.7762,-0.749832108099558,-0.605736435778921
7.7763,-0.749971163678589,-0.605564847437483
7.7764,-0.750110176490825,-0.605393230726019
7.7765,-0.75024914653237,-0.605221585654238
7.7766,-0.750388073799331,-0.605049912231845
7.7767,-0.750526958287816,-0.604878210468548
7.7768,-0.750665799993936,-0.604706480374048
7.7769,-0.750804598913802,-0.604534721958046
7.777,-0.750943355043531,-0.604362935230239
7.7771,-0.75108206837924,-0.604191120200325
7.7772,-0.751220738917048,-0.604019276877999
7.7773,-0.751359366653077,-0.603847405272951
7.7774,-0.751497951583451,-0.603675505394872
7.7775,-0.751636493704297,-0.60350357725345
7.7776,-0.751774993011742,-0.603331620858371
7.7777,-0.751913449501919,-0.603159636219316
7.7778,-0.75205186317096,-0.602987623345967
7.7779,-0.752190234015,-0.602815582248004
7.778,-0.752328562030177,-0.602643512935103
7.7781,-0.752466847212632,-0.60247141541694
7.7782,-0.752605089558505,-0.602299289703185
7.7783,-0.752743289063941,-0.60212713580351
7.7784,-0.752881445725087,-0.601954953727583
7.7785,-0.753019559538091,-0.60178274348507
7.7786,-0.753157630499105,-0.601610505085634
7.7787,-0.753295658604281,-0.601438238538937
7.7788,-0.753433643849776,-0.601265943854637
7.7789,-0.753571586231746,-0.601093621042392
7.779,-0.753709485746353,-0.600921270111856
7.7791,-0.753847342389758,-0.600748891072683
7.7792,-0.753985156158124,-0.600576483934523
7.7793,-0.75412292704762,-0.600404048707022
7.7794,-0.754260655054415,-0.600231585399827
7.7795,-0.754398340174678,-0.600059094022582
7.7796,-0.754535982404585,-0.599886574584927
7.7797,-0.75467358174031,-0.599714027096501
7.7798,-0.754811138178031,-0.599541451566942
7.7799,-0.754948651713928,-0.599368848005885
7.78,-0.755086122344183,-0.59919621642296
7.7801,-0.755223550064981,-0.599023556827799
7.7802,-0.755360934872508,-0.598850869230029
7.7803,-0.755498276762954,-0.598678153639273
7.7804,-0.75563557573251,-0.598505410065157
7.7805,-0.755772831777368,-0.598332638517301
7.7806,-0.755910044893725,-0.598159839005324
7.7807,-0.756047215077779,-0.597987011538839
7.7808,-0.756184342325728,-0.597814156127465
7.7809,-0.756321426633777,-0.597641272780809
7.781,-0.756458467998128,-0.597468361508482
7.7811,-0.756595466414989,-0.59729542232009
7.7812,-0.75673242188057,-0.597122455225238
7.7813,-0.75686933439108,-0.596949460233529
7.7814,-0.757006203942734,-0.596776437354561
7.7815,-0.757143030531745,-0.596603386597934
7.7816,-0.757279814154334,-0.59643030797324
7.7817,-0.757416554806718,-0.596257201490075
7.7818,-0.757553252485122,-0.596084067158027
7.7819,-0.757689907185767,-0.595910904986686
7.782,-0.757826518904883,-0.595737714985635
7.7821,-0.757963087638696,-0.59556449716446
7.7822,-0.758099613383439,-0.59539125153274
7.7823,-0.758236096135344,-0.595217978100055
7.7824,-0.758372535890645,-0.595044676875983
7.7825,-0.758508932645583,-0.594871347870092
7.7826,-0.758645286396397,-0.594697991091957
7.7827,-0.758781597139326,-0.594524606551147
7.7828,-0.758917864870617,-0.594351194257228
7.7829,-0.759054089586516,-0.594177754219764
7.783,-0.759190271283271,-0.594004286448317
7.7831,-0.759326409957133,-0.593830790952446
7.7832,-0.759462505604354,-0.593657267741708
7.7833,-0.75959855822119,-0.593483716825658
7.7834,-0.759734567803899,-0.593310138213847
7.7835,-0.759870534348739,-0.593136531915825
7.7836,-0.760006457851973,-0.592962897941139
7.7837,-0.760142338309864,-0.592789236299334
7.7838,-0.760278175718678,-0.592615546999952
7.7839,-0.760413970074684,-0.592441830052532
7.784,-0.760549721374152,-0.592268085466614
7.7841,-0.760685429613355,-0.592094313251728
7.7842,-0.760821094788568,-0.59192051341741
7.7843,-0.760956716896068,-0.591746685973187
7.7844,-0.761092295932133,-0.59157283092859
7.7845,-0.761227831893045,-0.59139894829314
7.7846,-0.761363324775088,-0.591225038076361
7.7847,-0.761498774574548,-0.591051100287774
7.7848,-0.761634181287711,-0.590877134936895
7.7849,-0.76176954491087,-0.590703142033237
7.785,-0.761904865440314,-0.590529121586317
7.7851,-0.76204014287234,-0.59035507360564
7.7852,-0.762175377203243,-0.590180998100715
7.7853,-0.762310568429323,-0.590006895081047
7.7854,-0.76244571654688,-0.589832764556138
7.7855,-0.762580821552216,-0.589658606535489
7.7856,-0.762715883441638,-0.589484421028595
7.7857,-0.762850902211454,-0.58931020804495
7.7858,-0.762985877857972,-0.589135967594047
7.7859,-0.763120810377505,-0.588961699685374
7.786,-0.763255699766366,-0.58878740432842
7.7861,-0.763390546020871,-0.588613081532668
7.7862,-0.763525349137339,-0.5884387313076
7.7863,-0.76366010911209,-0.588264353662694
7.7864,-0.763794825941446,-0.588089948607427
7.7865,-0.763929499621733,-0.587915516151274
7.7866,-0.764064130149277,-0.587741056303704
7.7867,-0.764198717520407,-0.587566569074187
7.7868,-0.764333261731454,-0.58739205447219
7.7869,-0.764467762778753,-0.587217512507173
7.787,-0.764602220658637,-0.587042943188601
7.7871,-0.764736635367445,-0.586868346525928
7.7872,-0.764871006901516,-0.586693722528613
7.7873,-0.765005335257193,-0.586519071206106
7.7874,-0.765139620430819,-0.586344392567859
7.7875,-0.765273862418742,-0.586169686623318
7.7876,-0.765408061217309,-0.585994953381929
7.7877,-0.765542216822871,-0.585820192853134
7.7878,-0.765676329231779,-0.585645405046373
7.7879,-0.765810398440391,-0.585470589971081
7.788,-0.765944424445061,-0.585295747636695
7.7881,-0.76607840724215,-0.585120878052644
7.7882,-0.766212346828018,-0.584945981228358
7.7883,-0.766346243199029,-0.584771057173262
7.7884,-0.766480096351548,-0.584596105896781
7.7885,-0.766613906281943,-0.584421127408335
7.7886,-0.766747672986584,-0.584246121717341
7.7887,-0.766881396461843,-0.584071088833216
7.7888,-0.767015076704092,-0.583896028765372
7.7889,-0.767148713709709,-0.583720941523218
7.789,-0.767282307475073,-0.583545827116161
7.7891,-0.767415857996564,-0.583370685553605
7.7892,-0.767549365270563,-0.583195516844953
7.7893,-0.767682829293456,-0.583020320999603
7.7894,-0.76781625006163,-0.582845098026951
7.7895,-0.767949627571474,-0.582669847936389
7.7896,-0.768082961819378,-0.58249457073731
7.7897,-0.768216252801735,-0.5823192664391
7.7898,-0.768349500514941,-0.582143935051145
7.7899,-0.768482704955394,-0.581968576582826
7.79,-0.768615866119493,-0.581793191043524
7.7901,-0.768748984003638,-0.581617778442614
7.7902,-0.768882058604235,-0.58144233878947
7.7903,-0.76901508991769,-0.581266872093463
7.7904,-0.769148077940409,-0.581091378363962
7.7905,-0.769281022668803,-0.580915857610332
7.7906,-0.769413924099285,-0.580740309841934
7.7907,-0.769546782228269,-0.580564735068128
7.7908,-0.76967959705217,-0.580389133298273
7.7909,-0.769812368567408,-0.58021350454172
7.791,-0.769945096770404,-0.580037848807822
7.7911,-0.770077781657579,-0.579862166105927
7.7912,-0.77021042322536,-0.579686456445379
7.7913,-0.770343021470173,-0.579510719835521
7.7914,-0.770475576388446,-0.579334956285695
7.7915,-0.770608087976611,-0.579159165805234
7.7916,-0.770740556231101,-0.578983348403475
7.7917,-0.770872981148351,-0.578807504089746
7.7918,-0.7710053627248,-0.578631632873378
7.7919,-0.771137700956886,-0.578455734763694
7.792,-0.771269995841052,-0.578279809770016
7.7921,-0.771402247373739,-0.578103857901667
7.7922,-0.771534455551396,-0.577927879167959
7.7923,-0.771666620370469,-0.577751873578207
7.7924,-0.771798741827409,-0.577575841141721
7.7925,-0.771930819918668,-0.577399781867809
7.7926,-0.772062854640699,-0.577223695765776
7.7927,-0.772194845989959,-0.577047582844922
7.7928,-0.772326793962907,-0.576871443114548
7.7929,-0.772458698556002,-0.576695276583949
7.793,-0.772590559765708,-0.576519083262416
7.7931,-0.772722377588488,-0.576342863159241
7.7932,-0.77285415202081,-0.57616661628371
7.7933,-0.772985883059142,-0.575990342645106
7.7934,-0.773117570699956,-0.575814042252711
7.7935,-0.773249214939722,-0.575637715115802
7.7936,-0.773380815774918,-0.575461361243654
7.7937,-0.773512373202019,-0.57528498064554
7.7938,-0.773643887217505,-0.575108573330726
7.7939,-0.773775357817858,-0.574932139308479
7.794,-0.77390678499956,-0.574755678588061
7.7941,-0.774038168759098,-0.574579191178732
7.7942,-0.774169509092957,-0.57440267708975
7.7943,-0.774300805997627,-0.574226136330367
7.7944,-0.7744320594696,-0.574049568909833
7.7945,-0.77456326950537,-0.573872974837397
7.7946,-0.774694436101432,-0.573696354122301
7.7947,-0.774825559254284,-0.573519706773788
7.7948,-0.774956638960426,-0.573343032801095
7.7949,-0.775087675216358,-0.573166332213459
7.795,-0.775218668018587,-0.572989605020109
7.7951,-0.775349617363616,-0.572812851230276
7.7952,-0.775480523247954,-0.572636070853184
7.7953,-0.775611385668111,-0.572459263898059
7.7954,-0.7757422046206,-0.572282430374116
7.7955,-0.775872980101934,-0.572105570290572
7.7956,-0.77600371210863,-0.571928683656643
7.7957,-0.776134400637205,-0.571751770481536
7.7958,-0.776265045684181,-0.57157483077446
7.7959,-0.776395647246078,-0.571397864544617
7.796,-0.776526205319422,-0.571220871801209
7.7961,-0.77665671990074,-0.571043852553432
7.7962,-0.776787190986558,-0.570866806810481
7.7963,-0.776917618573409,-0.570689734581546
7.7964,-0.777048002657823,-0.570512635875816
7.7965,-0.777178343236337,-0.570335510702475
7.7966,-0.777308640305487,-0.570158359070704
7.7967,-0.77743889386181,-0.569981180989682
7.7968,-0.777569103901848,-0.569803976468583
7.7969,-0.777699270422142,-0.569626745516581
7.797,-0.777829393419241,-0.56944948814284
7.7971,-0.777959472889687,-0.569272204356529
7.7972,-0.778089508830031,-0.569094894166808
7.7973,-0.778219501236823,-0.568917557582837
7.7974,-0.778349450106617,-0.56874019461377
7.7975,-0.778479355435967,-0.56856280526876
7.7976,-0.77860921722143,-0.568385389556955
7.7977,-0.778739035459564,-0.568207947487502
7.7978,-0.77886881014693,-0.568030479069544
7.7979,-0.778998541280093,-0.567852984312217
7.798,-0.779128228855616,-0.567675463224659
7.7981,-0.779257872870066,-0.567497915816002
7.7982,-0.779387473320012,-0.567320342095375
7.7983,-0.779517030202027,-0.567142742071902
7.7984,-0.779646543512681,-0.566965115754709
7.7985,-0.779776013248549,-0.566787463152913
7.7986,-0.779905439406211,-0.566609784275629
7.7987,-0.780034821982244,-0.56643207913197
7.7988,-0.780164160973229,-0.566254347731045
7.7989,-0.780293456375749,-0.56607659008196
7.799,-0.78042270818639,-0.565898806193816
7.7991,-0.780551916401738,-0.565720996075713
7.7992,-0.780681081018382,-0.565543159736747
7.7993,-0.780810202032913,-0.565365297186009
7.7994,-0.780939279441925,-0.565187408432588
7.7995,-0.781068313242012,-0.565009493485569
7.7996,-0.781197303429771,-0.564831552354034
7.7997,-0.781326250001801,-0.564653585047063
7.7998,-0.781455152954704,-0.564475591573728
7.7999,-0.781584012285082,-0.564297571943102
7.8,-0.78171282798954,-0.564119526164254
7.8001,-0.781841600064684,-0.563941454246248
7.8002,-0.781970328507124,-0.563763356198144
7.8003,-0.782099013313472,-0.563585232029
7.8004,-0.782227654480339,-0.563407081747871
7.8005,-0.782356252004342,-0.563228905363808
7.8006,-0.782484805882095,-0.563050702885857
7.8007,-0.782613316110219,-0.562872474323063
7.8008,-0.782741782685334,-0.562694219684465
7.8009,-0.782870205604063,-0.562515938979101
7.801,-0.78299858486303,-0.562337632216003
7.8011,-0.783126920458863,-0.562159299404201
7.8012,-0.78325521238819,-0.561980940552721
7.8013,-0.783383460647641,-0.561802555670586
7.8014,-0.783511665233851,-0.561624144766814
7.8015,-0.783639826143451,-0.561445707850422
7.8016,-0.78376794337308,-0.561267244930422
7.8017,-0.783896016919375,-0.561088756015822
7.8018,-0.784024046778979,-0.560910241115623
7.8019,-0.784152032948533,-0.560731700238831
7.802,-0.78427997542468,-0.560553133394441
7.8021,-0.784407874204069,-0.560374540591448
7.8022,-0.784535729283347,-0.560195921838841
7.8023,-0.784663540659164,-0.560017277145608
7.8024,-0.784791308328172,-0.559838606520731
7.8025,-0.784919032287026,-0.55965990997319
7.8026,-0.785046712532382,-0.559481187511962
7.8027,-0.785174349060898,-0.559302439146016
7.8028,-0.785301941869233,-0.559123664884323
7.8029,-0.785429490954051,-0.558944864735846
7.803,-0.785556996312014,-0.558766038709548
7.8031,-0.785684457939789,-0.558587186814384
7.8032,-0.785811875834043,-0.558408309059311
7.8033,-0.785939249991445,-0.558229405453277
7.8034,-0.78606658040867,-0.558050476005227
7.8035,-0.786193867082388,-0.557871520724105
7.8036,-0.786321110009276,-0.557692539618849
7.8037,-0.786448309186012,-0.557513532698396
7.8038,-0.786575464609275,-0.557334499971675
7.8039,-0.786702576275746,-0.557155441447614
7.804,-0.786829644182108,-0.556976357135139
7.8041,-0.786956668325046,-0.556797247043168
7.8042,-0.787083648701249,-0.556618111180618
7.8043,-0.787210585307404,-0.556438949556401
7.8044,-0.787337478140203,-0.556259762179426
7.8045,-0.787464327196338,-0.556080549058599
7.8046,-0.787591132472505,-0.55590131020282
7.8047,-0.787717893965399,-0.555722045620985
7.8048,-0.787844611671721,-0.55554275532199
7.8049,-0.787971285588169,-0.555363439314724
7.805,-0.788097915711447,-0.555184097608072
7.8051,-0.788224502038259,-0.555004730210915
7.8052,-0.788351044565312,-0.554825337132133
7.8053,-0.788477543289313,-0.554645918380599
7.8054,-0.788603998206973,-0.554466473965185
7.8055,-0.788730409315003,-0.554287003894755
7.8056,-0.788856776610118,-0.554107508178173
7.8057,-0.788983100089033,-0.553927986824298
7.8058,-0.789109379748466,-0.553748439841984
7.8059,-0.789235615585137,-0.553568867240082
7.806,-0.789361807595766,-0.553389269027438
7.8061,-0.789487955777078,-0.553209645212897
7.8062,-0.789614060125798,-0.553029995805297
7.8063,-0.789740120638653,-0.552850320813473
7.8064,-0.789866137312371,-0.552670620246256
7.8065,-0.789992110143683,-0.552490894112475
7.8066,-0.790118039129325,-0.55231114242095
7.8067,-0.790243924266029,-0.552131365180501
7.8068,-0.790369765550532,-0.551951562399943
7.8069,-0.790495562979572,-0.551771734088089
7.807,-0.790621316549889,-0.551591880253746
7.8071,-0.790747026258228,-0.551412000905716
7.8072,-0.79087269210133,-0.551232096052797
7.8073,-0.790998314075943,-0.551052165703786
7.8074,-0.791123892178814,-0.550872209867473
7.8075,-0.791249426406692,-0.550692228552646
7.8076,-0.79137491675633,-0.550512221768087
7.8077,-0.791500363224481,-0.550332189522576
7.8078,-0.791625765807901,-0.550152131824886
7.8079,-0.791751124503345,-0.549972048683789
7.808,-0.791876439307575,-0.54979194010805
7.8081,-0.792001710217348,-0.549611806106435
7.8082,-0.792126937229431,-0.549431646687698
7.8083,-0.792252120340587,-0.549251461860594
7.8084,-0.792377259547582,-0.549071251633876
7.8085,-0.792502354847185,-0.548891016016286
7.8086,-0.792627406236166,-0.548710755016568
7.8087,-0.792752413711297,-0.54853046864346
7.8088,-0.792877377269352,-0.548350156905694
7.8089,-0.793002296907107,-0.548169819811999
7.809,-0.793127172621339,-0.547989457371102
7.8091,-0.793252004408828,-0.547809069591722
7.8092,-0.793376792266355,-0.547628656482577
7.8093,-0.793501536190703,-0.547448218052377
7.8094,-0.793626236178657,-0.547267754309832
7.8095,-0.793750892227004,-0.547087265263646
7.8096,-0.793875504332533,-0.546906750922519
7.8097,-0.794000072492033,-0.546726211295146
7.8098,-0.794124596702298,-0.546545646390217
7.8099,-0.794249076960122,-0.546365056216419
7.81,-0.7943735132623,-0.546184440782436
7.8101,-0.794497905605631,-0.546003800096945
7.8102,-0.794622253986913,-0.54582313416862
7.8103,-0.794746558402949,-0.545642443006132
7.8104,-0.794870818850541,-0.545461726618145
7.8105,-0.794995035326496,-0.54528098501332
7.8106,-0.795119207827618,-0.545100218200315
7.8107,-0.795243336350718,-0.54491942618778
7.8108,-0.795367420892605,-0.544738608984365
7.8109,-0.795491461450093,-0.544557766598712
7.811,-0.795615458019996,-0.544376899039462
7.8111,-0.795739410599129,-0.544196006315248
7.8112,-0.795863319184309,-0.544015088434701
7.8113,-0.795987183772356,-0.543834145406449
7.8114,-0.796111004360093,-0.543653177239109
7.8115,-0.796234780944342,-0.543472183941301
7.8116,-0.796358513521929,-0.543291165521638
7.8117,-0.796482202089679,-0.543110121988726
7.8118,-0.796605846644422,-0.542929053351171
7.8119,-0.796729447182987,-0.542747959617572
7.812,-0.796853003702208,-0.542566840796522
7.8121,-0.796976516198917,-0.542385696896613
7.8122,-0.797099984669951,-0.542204527926431
7.8123,-0.797223409112147,-0.542023333894556
7.8124,-0.797346789522345,-0.541842114809565
7.8125,-0.797470125897385,-0.541660870680031
7.8126,-0.79759341823411,-0.541479601514521
7.8127,-0.797716666529366,-0.541298307321599
7.8128,-0.797839870779998,-0.541116988109822
7.8129,-0.797963030982854,-0.540935643887745
7.813,-0.798086147134784,-0.54075427466392
7.8131,-0.798209219232642,-0.540572880446886
7.8132,-0.798332247273279,-0.540391461245187
7.8133,-0.798455231253551,-0.540210017067358
7.8134,-0.798578171170316,-0.540028547921929
7.8135,-0.798701067020431,-0.539847053817428
7.8136,-0.798823918800758,-0.539665534762376
7.8137,-0.798946726508159,-0.539483990765289
7.8138,-0.799069490139497,-0.539302421834681
7.8139,-0.799192209691639,-0.539120827979059
7.814,-0.799314885161453,-0.538939209206925
7.8141,-0.799437516545807,-0.538757565526779
7.8142,-0.799560103841572,-0.538575896947113
7.8143,-0.799682647045623,-0.538394203476417
7.8144,-0.799805146154832,-0.538212485123175
7.8145,-0.799927601166078,-0.538030741895866
7.8146,-0.800050012076235,-0.537848973802966
7.8147,-0.800172378882187,-0.537667180852943
7.8148,-0.800294701580813,-0.537485363054262
7.8149,-0.800416980168998,-0.537303520415384
7.815,-0.800539214643626,-0.537121652944765
7.8151,-0.800661405001584,-0.536939760650855
7.8152,-0.80078355123976,-0.536757843542101
7.8153,-0.800905653355045,-0.536575901626942
7.8154,-0.80102771134433,-0.536393934913817
7.8155,-0.801149725204509,-0.536211943411155
7.8156,-0.801271694932478,-0.536029927127383
7.8157,-0.801393620525134,-0.535847886070924
7.8158,-0.801515501979374,-0.535665820250193
7.8159,-0.801637339292101,-0.535483729673604
7.816,-0.801759132460217,-0.535301614349561
7.8161,-0.801880881480624,-0.535119474286469
7.8162,-0.802002586350227,-0.534937309492725
7.8163,-0.802124247065937,-0.534755119976719
7.8164,-0.802245863624662,-0.534572905746838
7.8165,-0.802367436023311,-0.534390666811467
7.8166,-0.802488964258798,-0.534208403178981
7.8167,-0.802610448328036,-0.534026114857754
7.8168,-0.802731888227941,-0.533843801856152
7.8169,-0.802853283955433,-0.533661464182538
7.817,-0.802974635507427,-0.533479101845269
7.8171,-0.803095942880848,-0.533296714852697
7.8172,-0.803217206072616,-0.533114303213171
7.8173,-0.803338425079657,-0.53293186693503
7.8174,-0.803459599898895,-0.532749406026615
7.8175,-0.80358073052726,-0.532566920496254
7.8176,-0.80370181696168,-0.532384410352277
7.8177,-0.803822859199086,-0.532201875603004
7.8178,-0.803943857236411,-0.532019316256755
7.8179,-0.804064811070589,-0.531836732321837
7.818,-0.804185720698558,-0.531654123806559
7.8181,-0.804306586117254,-0.531471490719221
7.8182,-0.804427407323615,-0.531288833068122
7.8183,-0.804548184314586,-0.53110615086155
7.8184,-0.804668917087106,-0.530923444107791
7.8185,-0.804789605638121,-0.530740712815128
7.8186,-0.804910249964577,-0.530557956991834
7.8187,-0.805030850063421,-0.530375176646182
7.8188,-0.805151405931604,-0.530192371786434
7.8189,-0.805271917566076,-0.530009542420851
7.819,-0.805392384963789,-0.529826688557687
7.8191,-0.805512808121698,-0.529643810205192
7.8192,-0.805633187036759,-0.52946090737161
7.8193,-0.805753521705929,-0.52927798006518
7.8194,-0.805873812126167,-0.529095028294135
7.8195,-0.805994058294435,-0.528912052066702
7.8196,-0.806114260207696,-0.528729051391104
7.8197,-0.806234417862913,-0.528546026275559
7.8198,-0.806354531257052,-0.528362976728279
7.8199,-0.806474600387081,-0.52817990275747
7.82,-0.806594625249967,-0.527996804371334
7.8201,-0.806714605842683,-0.527813681578066
7.8202,-0.8068345421622,-0.527630534385859
7.8203,-0.806954434205493,-0.527447362802894
7.8204,-0.807074281969536,-0.527264166837355
7.8205,-0.807194085451307,-0.527080946497413
7.8206,-0.807313844647785,-0.526897701791237
7.8207,-0.80743355955595,-0.526714432726992
7.8208,-0.807553230172783,-0.526531139312836
7.8209,-0.807672856495269,-0.52634782155692
7.821,-0.807792438520393,-0.526164479467392
7.8211,-0.807911976245141,-0.525981113052391
7.8212,-0.808031469666503,-0.525797722320055
7.8213,-0.808150918781467,-0.525614307278513
7.8214,-0.808270323587025,-0.525430867935891
7.8215,-0.808389684080172,-0.525247404300306
7.8216,-0.8085090002579,-0.525063916379874
7.8217,-0.808628272117207,-0.524880404182702
7.8218,-0.808747499655091,-0.524696867716892
7.8219,-0.808866682868551,-0.524513306990541
7.822,-0.808985821754588,-0.52432972201174
7.8221,-0.809104916310205,-0.524146112788575
7.8222,-0.809223966532406,-0.523962479329125
7.8223,-0.809342972418198,-0.523778821641464
7.8224,-0.809461933964585,-0.523595139733662
7.8225,-0.80958085116858,-0.52341143361378
7.8226,-0.809699724027191,-0.523227703289877
7.8227,-0.809818552537431,-0.523043948770002
7.8228,-0.809937336696313,-0.522860170062202
7.8229,-0.810056076500854,-0.522676367174516
7.823,-0.810174771948068,-0.522492540114979
7.8231,-0.810293423034976,-0.522308688891618
7.8232,-0.810412029758596,-0.522124813512457
7.8233,-0.810530592115951,-0.521940913985511
7.8234,-0.810649110104062,-0.521756990318792
7.8235,-0.810767583719954,-0.521573042520306
7.8236,-0.810886012960655,-0.521389070598051
7.8237,-0.811004397823191,-0.521205074560019
7.8238,-0.81112273830459,-0.5210210544142
7.8239,-0.811241034401885,-0.520837010168573
7.824,-0.811359286112107,-0.520652941831117
7.8241,-0.81147749343229,-0.520468849409798
7.8242,-0.811595656359467,-0.520284732912584
7.8243,-0.811713774890679,-0.520100592347429
7.8244,-0.811831849022962,-0.519916427722286
7.8245,-0.811949878753356,-0.519732239045101
7.8246,-0.812067864078902,-0.519548026323815
7.8247,-0.812185804996643,-0.519363789566361
7.8248,-0.812303701503623,-0.519179528780667
7.8249,-0.812421553596889,-0.518995243974655
7.825,-0.812539361273487,-0.518810935156242
7.8251,-0.812657124530467,-0.518626602333335
7.8252,-0.81277484336488,-0.51844224551384
7.8253,-0.812892517773776,-0.518257864705654
7.8254,-0.813010147754208,-0.51807345991667
7.8255,-0.813127733303233,-0.51788903115477
7.8256,-0.813245274417907,-0.517704578427836
7.8257,-0.813362771095286,-0.517520101743742
7.8258,-0.81348022333243,-0.517335601110354
7.8259,-0.813597631126401,-0.517151076535531
7.826,-0.813714994474261,-0.516966528027129
7.8261,-0.813832313373073,-0.516781955592996
7.8262,-0.813949587819903,-0.516597359240974
7.8263,-0.814066817811817,-0.516412738978901
7.8264,-0.814184003345884,-0.516228094814605
7.8265,-0.814301144419172,-0.51604342675591
7.8266,-0.814418241028754,-0.515858734810632
7.8267,-0.814535293171702,-0.515674018986584
7.8268,-0.81465230084509,-0.51548927929157
7.8269,-0.814769264045992,-0.515304515733387
7.827,-0.814886182771487,-0.515119728319828
7.8271,-0.815003057018653,-0.514934917058678
7.8272,-0.815119886784569,-0.514750081957717
7.8273,-0.815236672066316,-0.514565223024717
7.8274,-0.815353412860977,-0.514380340267447
7.8275,-0.815470109165638,-0.514195433693662
7.8276,-0.815586760977383,-0.51401050331112
7.8277,-0.815703368293299,-0.513825549127566
7.8278,-0.815819931110475,-0.513640571150741
7.8279,-0.815936449426,-0.513455569388379
7.828,-0.816052923236967,-0.513270543848208
7.8281,-0.816169352540466,-0.513085494537951
7.8282,-0.816285737333594,-0.51290042146532
7.8283,-0.816402077613445,-0.512715324638024
7.8284,-0.816518373377117,-0.512530204063765
7.8285,-0.816634624621706,-0.512345059750238
7.8286,-0.816750831344315,-0.51215989170513
7.8287,-0.816866993542043,-0.511974699936126
7.8288,-0.816983111211994,-0.511789484450899
7.8289,-0.817099184351271,-0.511604245257117
7.829,-0.817215212956979,-0.511418982362445
7.8291,-0.817331197026227,-0.511233695774534
7.8292,-0.817447136556122,-0.511048385501034
7.8293,-0.817563031543772,-0.510863051549589
7.8294,-0.817678881986291,-0.510677693927832
7.8295,-0.817794687880788,-0.510492312643393
7.8296,-0.81791044922438,-0.510306907703892
7.8297,-0.81802616601418,-0.510121479116945
7.8298,-0.818141838247305,-0.50993602689016
7.8299,-0.818257465920873,-0.509750551031138
7.83,-0.818373049032003,-0.509565051547474
7.8301,-0.818488587577816,-0.509379528446756
7.8302,-0.818604081555434,-0.509193981736563
7.8303,-0.81871953096198,-0.509008411424472
7.8304,-0.818834935794578,-0.508822817518048
7.8305,-0.818950296050356,-0.508637200024851
7.8306,-0.819065611726438,-0.508451558952438
7.8307,-0.819180882819956,-0.50826589430835
7.8308,-0.819296109328039,-0.508080206100129
7.8309,-0.819411291247819,-0.507894494335308
7.831,-0.819526428576427,-0.507708759021411
7.8311,-0.819641521310998,-0.507523000165958
7.8312,-0.819756569448668,-0.507337217776459
7.8313,-0.819871572986574,-0.50715141186042
7.8314,-0.819986531921852,-0.506965582425338
7.8315,-0.820101446251644,-0.506779729478702
7.8316,-0.820216315973088,-0.506593853027997
7.8317,-0.820331141083328,-0.506407953080697
7.8318,-0.820445921579508,-0.506222029644274
7.8319,-0.82056065745877,-0.506036082726188
7.832,-0.820675348718262,-0.505850112333894
7.8321,-0.82078999535513,-0.505664118474839
7.8322,-0.820904597366523,-0.505478101156467
7.8323,-0.821019154749592,-0.505292060386205
7.8324,-0.821133667501487,-0.505105996171482
7.8325,-0.821248135619361,-0.504919908519718
7.8326,-0.821362559100367,-0.504733797438323
7.8327,-0.821476937941661,-0.504547662934701
7.8328,-0.821591272140398,-0.50436150501625
7.8329,-0.821705561693737,-0.504175323690359
7.833,-0.821819806598836,-0.503989118964409
7.8331,-0.821934006852855,-0.503802890845776
7.8332,-0.822048162452956,-0.503616639341828
7.8333,-0.822162273396301,-0.503430364459924
7.8334,-0.822276339680055,-0.503244066207418
7.8335,-0.822390361301382,-0.503057744591655
7.8336,-0.822504338257449,-0.502871399619971
7.8337,-0.822618270545424,-0.502685031299699
7.8338,-0.822732158162476,-0.50249863963816
7.8339,-0.822846001105773,-0.502312224642673
7.834,-0.822959799372489,-0.50212578632054
7.8341,-0.823073552959796,-0.501939324679065
7.8342,-0.823187261864868,-0.50175283972554
7.8343,-0.823300926084881,-0.50156633146725
7.8344,-0.823414545617009,-0.501379799911474
7.8345,-0.823528120458431,-0.501193245065481
7.8346,-0.823641650606326,-0.501006666936534
7.8347,-0.823755136057874,-0.500820065531887
7.8348,-0.823868576810256,-0.500633440858787
7.8349,-0.823981972860655,-0.500446792924474
7.835,-0.824095324206253,-0.50026012173618
7.8351,-0.824208630844237,-0.500073427301129
7.8352,-0.824321892771793,-0.499886709626535
7.8353,-0.824435109986106,-0.49969996871961
7.8354,-0.824548282484366,-0.499513204587553
7.8355,-0.824661410263763,-0.499326417237557
7.8356,-0.824774493321488,-0.499139606676807
7.8357,-0.824887531654732,-0.498952772912479
